年度/Year,月份/Month,能源別/Energy Type,發電站名稱/Station Name,發電量(度)/Power Generation(kWh)
2024,11,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,1246796
2024,11,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,1413453
2024,11,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,3302626
2024,11,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,47392106
2024,11,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,82143
2024,11,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,60091
2024,11,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,15145
2024,11,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,18001
2024,11,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,270558
2024,11,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,517263
2024,11,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17871
2024,11,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,9073032
2024,11,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,23557
2024,11,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,71468
2024,11,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,16255997
2024,11,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,544640
2024,11,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,156092
2024,11,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,354112
2024,11,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,43571
2024,11,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,57969
2024,11,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,58339
2024,11,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,168154
2024,11,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,309158
2024,11,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,20930
2024,11,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,58742
2024,11,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,32405
2024,11,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,20962
2024,11,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,4168
2024,11,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,4854
2024,11,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",18705
2024,11,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2109
2024,11,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,91797
2024,11,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,58928
2024,11,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,18749
2024,11,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,30970
2024,11,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3041
2024,11,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,42844
2024,11,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8021
2024,11,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,6389
2024,11,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,61508
2024,11,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,2811
2024,11,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,20999
2024,11,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,26883
2024,11,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3731
2024,11,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,30850
2024,11,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,1689
2024,11,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2024,11,地熱/Geothermal,仁澤地熱/Renze Geothermal,33926
