日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20230519,3846.1,3375.6,470.5,13.94,370.501,250.823,0,0,0,0,94.7,94.1,76,76,76.3,40.2,49.7,49.7,48.9,50.2,50.6,53.1,0,43.1,44.9,42.9,42.8,47.4,47.2,75.8,76,59.4,61.2,40.6,45.1,57.3,105.5,392.2,268.4,191.4,76,34.2,56.3,47.9,46.3,0,47.9,68.9,94.5,13.7,0,9.6,1.1,1.4,1.3,1.8,0.8,0.7,2.7,0.8,7.5,47,1.3,1,2.1,4,0,5.2,44.9,336.3
20230520,3401.6,2951.5,450.1,15.25,340.952,230.818,0,0,0,0,95.1,94.5,76,75.9,76.1,41.6,42,42.9,41.7,43.3,42.2,43.2,0,42.5,43,43,42.7,42.4,42.2,75.8,76.2,59.5,61.2,32.7,42.6,57.3,89.7,353.8,260.6,169.1,75.2,22.1,88.9,47.5,46.1,48.5,49.2,68.7,50.2,13.7,0,11,0,0,0,0.6,2,3.4,0.4,0.1,30.1,73.7,1.9,1,2.5,8,0,14.4,1,0
20230521,3324.7,2948.4,376.3,12.76,332.098,224.824,0,0,0,0,95.2,94.5,75.9,75.9,76.1,51.3,51.8,51,51.2,48.5,47.7,48,0,47.1,50.3,46.6,47.4,51.7,51.5,75.5,76,56.8,58.3,37.6,47.3,28.2,107.7,351.2,261.6,165.3,83.3,48.9,0,46.3,45.9,45.5,45.7,0,48.8,13.7,0,11,0,0,0,0.7,0.6,3.7,0.5,0,29.5,62.4,2.9,1,2.5,8,0,14.5,73.2,0
20230522,3998,3535.2,462.8,13.09,375.635,254.299,0,0,0,0,94.9,94.3,75.8,75.7,75.9,51.3,51.9,51.5,51.3,52.7,52.1,51,0,48.1,50.6,47.3,47.5,52,51.8,75.6,75.9,59,61.1,32.8,57.1,57.3,134,325.1,248.7,172.1,63.1,48.7,80.6,41.1,44.1,5.1,46,68.7,92,14.1,0,9.9,1.4,0,1.5,1.5,2.4,3.6,0.4,0,30.5,12,0.5,1,0.6,2.3,0,16.2,96.4,449.9
20230523,4113.4,3197.6,915.8,28.64,357.881,242.279,0,0,0,0,94.9,94.4,75.9,75.7,76.1,22.5,23.1,24.2,23.3,23.9,23.6,33.4,0,35.3,33.4,40,37.7,42.5,42.2,75.8,76.2,59.7,61.2,28.6,57.1,57.3,146.5,326.9,259.6,170.4,69.3,22,83.9,0,46.5,0,45.4,66.7,89.4,0,0,8.6,0,0,0.9,1.4,1.5,3,0.5,0.1,28.1,0,0.5,1.2,5,8,0,12.8,116,422.2
20230524,3975.3,3282.7,692.6,21.1,357.776,242.208,0,0,0,0,94.5,94.1,75.9,75.8,76.1,39.9,41.2,42.2,41.6,42.7,41.1,42.4,0,39.5,43.8,41.7,39.4,44.1,44.1,75.8,76.2,59.8,61.1,35.2,45.2,57.3,122.8,346.6,275.7,206.1,83.4,28,86.1,0,46.3,24.7,25.4,68.9,96.4,0,0,9.7,0,0.9,0,1,0.9,3.4,3.4,1.5,20.1,27.8,2.8,1.2,2.9,8,0,18,4.4,345.5
20230525,3989.3,3359,630.3,18.76,367.46,248.764,0,0,0,0,94.6,94.2,75.9,75.8,76.1,31.8,32.5,32.5,33.1,33.6,33.1,33.2,0,35.6,33.5,42.8,41.6,47.2,47.1,75.6,76,57.1,60.9,57.2,37.9,57.3,126.3,338.3,265,173.7,59.7,22.1,83.9,40.5,45.8,22.9,50.9,64.8,89.9,0,0,8.8,0,0.2,1.4,2.2,2.8,4.5,2.5,0.7,17.2,32.2,0.5,1.5,2.5,8,0,10.4,14.6,522.4
20230526,4020.2,3445.6,574.6,16.68,374.692,253.661,0,0,0,0,94.6,94,76.1,75.7,75.9,46.5,47.1,47.8,46.5,48.3,48.1,48.2,0,47.4,47.9,43,42.7,47.1,47.2,75.6,76,58.1,60.6,32.7,42.9,57.3,131.8,348.1,251.6,178.4,61.4,29,87.1,45.1,44.7,44.4,45.3,68.8,88.3,0,0,8.7,0.5,0.6,1.5,1.9,2.4,4.4,1.9,0.7,15.1,23.5,0.5,1.5,1,8,0,11.1,3.1,477.1
20230527,3806.3,2974.1,832.2,27.98,346.257,234.411,0,0,0,0,94.7,94.2,76,75.9,29.2,31.6,33.4,33.6,31.9,33.3,33.4,33.1,0,42.6,42.9,42.9,42.7,39.6,42.5,75.8,76.2,58.6,61,28.5,37.9,57.3,78.7,285.5,264.1,175.8,71,22,40.8,11.4,44.7,45.6,46.3,113.7,89.7,0,0,8.9,0,0,1.6,2.2,2,2.7,1.7,0.4,7.2,0,0.5,1.5,1.7,7.3,0,9.9,16.3,388.1
20230528,3331.2,2962.3,368.9,12.45,333.73,225.93,0,0,0,0,94.7,94.1,76.1,75.9,75.9,50.9,51.7,51.6,51.3,52.3,52.8,52.1,0,48.8,50.5,43,42.6,47.2,47.1,0,76.1,57.3,59.3,32.8,42.8,57.3,80.8,350.7,267.5,188.9,83,38.9,41.8,46.5,0,46.6,51.3,50.2,97.8,1.5,0,10.2,0,0,6.4,7.3,5,2.7,3.9,1.2,30,63.2,1.9,1.2,1.2,8,0,20.5,43.7,0
20230529,4094.5,3582.1,512.4,14.3,381.74,258.432,0,0,0,0,94.6,94.1,75.8,75.7,75.7,49.3,49.9,50.4,49.6,48.5,48.3,48.2,0,47.5,48.1,47.4,47.5,52.1,52,0,76.1,56.7,0,40.6,50.5,57.3,133.7,362,247.3,187.6,68,33.9,89.7,44.2,42.9,45.1,45.9,119.2,89.1,40.9,0,9.1,0,0,0.7,0.9,0.7,2.6,2.1,0.7,29.7,17.7,0.5,1.2,1.3,4,0,8,71.8,517.9
20230530,4104.6,3638.9,465.7,12.8,393.81,266.603,0,0,0,0,94.7,94.1,76,75.7,75.7,46.6,47,47.2,51.3,48.2,48,48.1,0,49.1,50.1,41.7,43.6,48,48,0,76.1,57.7,46.2,45.4,55,57.2,133.3,344,245.6,188.8,76.5,52.6,89.7,45.2,43.9,46.3,46.6,118.4,89.5,39.1,0,15.4,0,1.1,0.6,1.3,0.6,3.6,2,0.7,31.8,7.4,2.4,1.2,1.1,3.5,0.2,9.9,125.1,474.5
20230531,4024.9,3556.5,468.4,13.17,386.521,261.668,0,0,0,0,94.5,93.9,75.9,75.7,75.8,50.5,51.3,50.9,50.2,51.3,52.4,52.6,0,49.6,50.2,43,42.3,47.1,47.2,0,76,58.3,61.2,44.1,53.8,57.3,125.8,342.2,245.2,172.6,89,43.6,88.3,45.4,45.7,44.8,45,110.1,91.6,38.1,0,9.4,0,0,0.1,1.1,0.1,2.7,3.7,2,22.9,2.1,5.6,3,2.6,3.6,0.1,11.6,130.1,396.3
20230601,4141.2,3456.2,685,19.82,364.793,267.72,0,0,0,0,94.9,94.3,75.8,75.7,75.8,36.7,37.8,38.2,37.6,38.4,38.2,38.1,0,37.7,37.9,23.7,24.1,25.5,25.8,0,76,58.2,61.1,37.9,57,56.5,143.7,360.5,261.5,173,92.3,22.1,83,46.7,45.6,24,45.3,118.5,88.7,38.5,0,8.4,2.8,1.1,0,1.1,0,3.9,1.7,0.7,15.3,21.2,5.9,3,0,1.7,0.2,15.3,52,551.1
20230602,4159.9,3619.7,540.2,14.92,377.167,276.801,0,0,0,0,94.8,94.3,75.8,75.4,75.6,50.8,51.7,51.4,51.4,52.7,52.6,53.1,0,48.4,49.8,29.3,30.6,32.2,32.8,0,76,58.3,61.1,51.8,57.1,57.3,150.8,353.8,270.4,162.8,92.4,47,89.7,45.1,44.3,48.3,50.3,118.1,92,20.6,0,9.7,1.2,1.2,1.4,1.7,1.2,0.5,4.7,1.6,14.7,34.9,5.9,2.2,1.9,3.6,0,15.4,17,531.7
20230603,3795.7,3200.7,595,18.59,352.962,259.037,0,0,0,0,94.5,93.9,75.6,75.8,75.9,51.3,44,51.9,50.8,52.1,52.5,53.1,0,47.6,49.2,46.7,47.1,49.7,51.9,0,75.8,58.2,61.1,57.1,57.1,57.4,80.8,349.2,274.6,166.1,93.7,41,44.3,0,44.8,45.3,46.7,110,97.3,13.9,0,11.2,0,0,1.8,2.1,1.2,0.6,1.9,0.7,0.7,0,5.8,1.8,1.7,3.9,0,14.7,6.1,360.3
20230604,3372.7,3070.5,302.2,9.84,333.189,244.526,0,0,0,0,94.8,94.2,75.7,75.8,76,51.4,52.1,51.8,50.7,51.1,51.9,53.1,0,49.8,49.9,47.7,46.9,51.4,51.6,1.4,76,57.3,60.2,57.2,57,57.4,68.3,358.9,278,200.4,114.2,53.9,44.6,47.1,0,49.8,51.2,50.3,98.5,13.8,0,12.3,0,0,0.6,1.1,0.8,0.5,1.2,0.3,50,68.1,5.7,1.8,5,8,0.3,16.5,0.2,0
20230605,4229.9,3629,600.9,16.56,371.693,272.784,0,0,0,0,94.4,93.8,75.7,75.6,75.9,45.5,46.5,52.1,51.1,47.8,52.8,52.9,0,43,50,33.4,44.7,47.2,47.1,75.8,76.1,58,61.2,47.3,57.1,57.3,155.3,355.2,268.9,174.9,85.2,24.2,89.5,45.1,44.5,45.2,45.2,102.3,89.1,14,0,10.9,0,1.1,1.3,1.5,0.6,4.4,1.7,0.2,16.4,17.9,5.9,2,0.1,6.9,0.3,16.8,2.3,511.8
20230606,4320.6,3683.2,637.4,17.31,382.858,280.978,0,0,0,0,94.3,93.6,75.7,75.7,75.8,51.3,51.8,51,51,52.8,52.4,53,0,48.6,50.3,40.2,40.1,42.5,39.3,75.7,76.2,57.5,60.9,47.3,57,57.3,152.7,356.6,267.7,168.6,89.5,40.9,89.6,45.2,44.4,48.5,50.2,118.9,94.6,26.1,0,10.7,0,1.1,1.9,2.3,1.6,4.4,2.4,1.2,1.9,0,5.9,2,0,3.5,0.4,18.4,32.5,555
20230607,4268.1,3713.9,554.2,14.92,387.06,284.061,0,0,0,0,94.3,93.6,75.7,75.5,75.8,51.3,51.7,51,51.2,52.5,52.6,53,0,49.4,48.9,47.6,47.5,51.8,50.4,75.8,76.1,58.1,60.9,47.6,57,57.3,151.2,381.1,276.1,185.6,93.2,43.9,89.6,45.4,44.6,49,50.6,107.5,93.9,23.8,3.7,10.8,3.2,1.4,1.9,2.3,1.6,3.9,3.2,1.8,16.8,0,5.9,1.7,0,3.5,0.4,18.4,6,496.2
20230608,4241.8,3722.7,519.1,13.95,389.375,285.76,0,0,0,0,94.4,93.8,75.9,75.8,76,51.4,51.9,51.4,51,51.5,52.5,53.1,0,49.7,50.5,47.8,47.4,51.4,51.9,75.8,76.2,58.1,61.1,52.5,57,57.3,153,388.2,274.4,178.9,89.9,29,89.6,45.3,44.4,46.1,47.2,104.9,90,28.8,4,11.5,0,1.2,1.7,1,0.1,3.9,4,1.9,23,3.2,5.9,2.1,0,4,0.6,18.8,50.6,441.9
20230609,4205,3654,551,15.08,386.101,283.357,0,0,0,0,94.7,94.2,75.3,75.8,75.8,51.1,51.5,51,50.9,52.6,52.6,52.9,0,48.6,49.9,47.6,47.4,51.5,52.2,75.8,76.1,58.2,61,57.2,57.1,57.3,151.2,381.6,264.5,169.9,93,27.5,87,45.4,44.5,44.6,45.6,109,90.2,23.1,0,10.8,0,1.1,0.7,1,0.6,1.9,0.7,0.7,12,0,3.9,1.7,2.1,3.9,0.1,17,9.8,489.5
20230610,3909,3193.1,715.9,22.42,352.787,258.909,0,0,0,0,94.7,94.1,75.4,75.6,75.8,51.4,51.8,49.8,50.7,52.1,52.2,53.2,0,0,49.2,47,47.6,51.7,52,75.4,75.7,58.7,61,55.1,57.1,57.3,68.5,384.2,274,197.7,95.1,30,45.3,0,14,0,0,0,45.8,13.8,0,11.5,3.1,1.1,1.1,1.5,0.9,1.5,0.4,0,0,33,4.9,1.7,3,4,0,16,0.2,432.8
20230611,3431.4,3027.4,404,13.34,330.4,242.479,0,0,0,0,94.7,94.1,76,75.9,76,50.4,51.7,51.1,51.2,52,52.5,53.1,0,0,50.1,47.5,47.5,51.9,51.9,75.6,75.9,57.7,58.8,57.2,57.2,57.2,65.6,387.2,276.6,195.3,98.9,22,89.9,47,0,0,0,50.3,97.1,13.8,0,12.2,0.1,0,0.7,1.2,0.8,4.4,9.3,4.2,30.4,83,5.8,1.7,4.8,8,0.9,22.3,0.9,0
20230612,4025.3,3452.3,573,16.6,359.525,263.853,0,0,0,0,94.9,94.3,75.9,75.8,75.9,50.8,51.4,51.1,50.9,52.3,52.6,53.1,0,0,48.7,47.2,47.4,51.6,51.9,75.8,76,58.2,61.1,57.3,57.2,57.3,138.4,370.7,277.9,186.7,87.4,36.1,82.8,43.2,45.3,45,46,106.6,91.8,17.3,0,14.7,0,0.5,0.6,1.2,0.7,2.7,9,4.1,3.2,0,0.9,1.7,0,1.7,0.7,17.5,18.4,367.6
20230613,4112.7,3535,577.7,16.34,368.338,270.321,0,0,0,0,94.7,94.1,75.8,75.8,75.9,50.8,51.5,50.6,51.4,52,52.6,53.1,0,0,48.7,47.7,36.7,51.7,52,75.8,76,57.7,61.1,57.2,57.1,57.3,145,367.5,264.6,184.6,86.8,22,89.7,46,44.4,48.7,49.8,103.2,94.7,38.5,0,11.6,0,0.9,1.4,2.3,1.3,1.9,8.6,3.9,15.4,22.8,5.9,1.7,2.3,2.7,0.6,18.7,14.5,349.3
20230614,4083.4,3591,492.4,13.71,373.631,274.206,0,0,0,0,94.7,94.1,75.8,75.6,75.9,51.5,51.2,51.6,50.8,52.4,52.6,53.1,6.6,0,49.7,47.8,47.6,51.7,51.9,75.8,76,58.1,61.1,28.9,57,57.4,144.1,378.2,267.7,191.5,101.5,25.7,86.8,46.2,45.6,45.7,46.6,113.2,94.3,28.1,0,12,2,1.4,0.7,0.7,0.6,3.2,8.6,3.9,15.2,31.9,5.9,2,1.7,3.6,0.8,19.9,10.3,359.4
20230615,4041.4,3435.1,606.3,17.65,365.123,267.962,0,0,0,0,94.7,94.1,75.6,75.3,75.7,50.7,51.7,50.2,50.9,51.6,52.6,53.1,3.4,0,48.3,47.5,47.4,51.7,52,75.8,76.1,58.2,61,42.5,57,57.4,147.1,371.3,249.7,196.9,80.8,22.2,53.7,44.4,45.2,44.9,45.4,104.5,88.6,34,0,11.1,0,0.3,0,1,0.5,2.2,2.5,1.9,14.4,29.5,5.8,1.9,1.8,1.8,0.6,17.9,27.5,297.1
20230616,4064.1,3528.5,535.6,15.18,368.997,270.805,0,0,0,0,94.5,94,75.5,75.5,75.6,51.3,51.6,51.6,50.8,51.4,52.7,53.1,43.7,0,49.6,40.8,47.5,51.5,52.1,75.7,75.9,58.4,61.1,42.5,56.9,57.4,149.3,372.8,253.5,198.7,84.3,22.3,89.5,46.7,45.3,49.5,51.3,88,94.6,28.2,0,10.8,0.1,0.1,1.1,1.5,0.9,2.4,2.8,1.5,14.9,29.8,5.9,2,2,1.8,0.6,18.9,35.5,294.4
20230617,3892,3426.5,465.5,13.58,363.984,267.126,0,0,0,0,94.3,93.7,75.9,75.8,76,51.4,43.2,47.3,51,51.3,52.8,53.2,52.2,0,49.7,46.8,47.6,51.4,51.5,75.7,75.9,58.2,61.1,42.5,57.2,57.3,62.1,338.1,261,191.7,86.7,22.2,44.7,46.2,45.2,45.1,45.9,94.4,70.1,28.4,0,10.9,0,1.1,0.6,1.3,0.7,0.4,3.6,0.8,15.9,32.1,5.9,2,0,2.4,0,17.1,23.4,392.4
20230618,3519.7,3150.2,369.5,11.73,342.318,251.225,0,0,0,0,95.3,94.7,75.6,76,75.3,51.2,51.7,52.1,51.3,50.6,52.8,51.4,53.4,0,49.9,46.7,47.4,51.7,51.8,75.8,76,58.2,60.9,42.6,57.1,57,65,363.1,266.5,211,102.8,53.7,44.2,46.1,0,48.4,49.5,41.9,71.8,27.7,0,12.3,0,0,0.7,1.4,1.2,0.4,2.7,0.8,30.7,79.9,5.6,2,4.9,8.1,0,28.2,47.8,0
20230619,4357.5,3684.2,673.3,18.27,378.722,277.941,0,0,0,0,94.9,94.3,75.3,75.6,75.7,41.8,42.1,42.9,42.2,44.6,44.5,44.5,53.3,0,50.3,46.9,47.5,51.9,51.9,75.8,76,57.9,61.1,42.6,57.1,57.3,151.5,333.2,248,189.7,85,22.1,89.5,44.9,44.1,21.7,46.8,92,90.5,44.1,0,10.9,0,1.1,0.6,1.5,0.6,0.6,3,0.4,14.8,15.5,3.8,2,1.7,1.9,0,16.6,72.8,563.8
20230620,4395.5,3796.7,598.8,15.77,395.586,290.318,0,0,0,0,95,94.3,75.3,75.8,75.9,51.3,51.8,34.5,49.8,50,52.8,53,52.5,0,49.8,46.7,47.4,35.6,52.1,75.8,75.9,57.8,61,29.3,57.3,57.2,151.8,360.6,264,191.9,86.2,23,89.2,43.7,44.1,10.5,45.2,115.2,89.4,45,0,11.1,0,1.1,1.5,1.7,0.9,0.2,2.3,0.2,15,15.2,4.2,1.7,1.6,1.7,0.5,16.5,87.3,589.7
20230621,4407.9,3810.4,597.5,15.68,398.448,292.418,0,0,0,0,94.6,93.9,75.5,75.8,75.8,51.3,51.9,52,50.6,49.9,52.3,53.1,52.5,0,49.9,47,47.4,35.5,51.7,75.8,75.9,57.8,60.9,57.1,57.1,57.5,151.2,360.3,263.7,186.9,86.9,22.1,89.3,42.9,43.9,46.6,45.3,71.3,92.6,47.3,0,11,0,1.6,1.4,1.7,0.8,0.3,1.4,0.3,9.3,18.1,2.4,1.6,0,1.8,0.3,16.3,92,579.4
20230622,3670.9,3234.3,436.6,13.5,361.822,265.539,0,0,0,0,95,94.4,75.5,75.8,76.2,46.4,46.9,46.9,46.3,48.2,48,48.1,46.6,0,42.6,48,47.5,51.5,51.9,75.8,75.9,58.2,60.8,57.1,57,57.4,69.2,388.3,260.1,216.9,107,22.1,44.6,46.6,45.5,49.1,49.7,68.9,96.6,27.8,0,12.3,3.1,1.8,1.4,1.8,1.6,4.2,1.8,0.6,49.6,90.8,4.9,1.6,5,4,0.4,26.7,18.3,0
20230623,4091.1,3160.1,931,29.46,347.181,254.794,0,0,0,0,94.3,93.8,75.5,75.8,76.1,40.9,41.4,42.2,41.2,21.4,42.6,51.1,52.5,0,48.9,44.1,44.5,48.7,0,75.8,76,58.2,61,57.1,57.1,57.4,152.8,392.7,218.4,197.4,103.1,22.1,44,0,13.5,0,0,0,0,27,0,10.5,0,0,1.4,1.7,1,0.2,1.4,0.4,0,0,1.2,1.6,1.1,1.7,0.1,15.3,11.1,581.5
20230624,4092.2,3170.7,921.5,29.07,347.514,255.038,0,0,0,0,94.3,93.7,75.3,75.7,76,50.8,51.6,50.1,50.7,23.8,52.8,53.1,53,0,42.8,47.9,47.5,51.8,26.5,75.9,76,58.2,61,57.1,57.1,57.5,57.7,363.1,223.2,186,89.1,22.1,43.8,0,0,0,20.8,1.1,0,27.5,0,10.2,0,0,1.4,1.7,1,0.4,1,0.2,0,0,2.9,1.6,0,1.8,0.2,15.8,51.1,628
20230625,3553.3,3210.5,342.8,10.68,340.471,249.869,0,0,0,0,94.2,93.7,75,75.9,75.9,51.3,51.8,51.1,51,52.5,52,53.1,52.8,0,49.7,46.8,47.5,51.5,40.1,75.5,75.8,58.1,60.9,57.1,57,57.1,61.2,397.9,275.2,215.7,105.1,34,44.8,46.3,45.7,49.1,50.6,119.1,0,27.4,0,12.4,3.1,3.1,5.8,6.2,5,4.2,1.2,0.3,48.5,66.8,5.4,1.6,4.8,4,0.3,26.2,2.1,0
20230626,4333.8,3807.9,525.9,13.81,388.167,284.874,0,0,0,0,94.2,93.7,75.7,75,75.9,48.1,51.7,48.9,49.7,52.7,52.5,53.1,53.1,0,50.2,47.6,47.4,51.8,51.9,75.8,76.1,58.2,60.7,57.2,57,57.3,153.7,395.8,267,186.6,68.4,35.1,89.4,45.8,44.2,47.7,46.7,89.5,91.7,68.5,0,10.9,3,1.2,1.2,1.5,0.8,0.2,1.3,0.4,7.3,33.2,2.9,1.5,1,1.8,0.5,15.3,20.6,526
20230627,4328.7,3801.6,527.1,13.87,394.996,289.885,0,0,0,0,94.2,93.7,75.2,75.4,75.9,51.3,51.8,48.7,50.7,53,52.8,53.1,53.1,0,49.9,47.7,47.5,51.5,52,75.8,76,58.1,60.3,57.1,57.2,57.3,162.4,373,262.7,196.6,91,33.9,89.5,45.6,44.7,44.8,46,96.4,93.8,80.3,0,11.9,0.4,0.7,1.2,1.5,0.8,0.3,2.1,0.5,14.9,29.1,2.3,1.5,1,1.7,0.1,14.2,12.1,481.7
20230628,4200.5,3751.2,449.3,11.98,394.659,289.637,0,0,0,0,94.5,93.9,75.5,75.5,76,51.3,51.8,51.5,51.1,51.2,52.9,53.1,53,0,49.6,47.8,47.5,51.2,51.9,75.6,75.8,57.7,61,57.1,57.1,57.3,161,373.2,304.7,193.5,101,53.9,89.2,45.4,44.1,48.5,50,118.8,95.4,82.1,0,17.9,3,5.6,1.5,1.7,0.8,0.5,1.3,0.5,15.1,32.8,2.3,1.5,0,0,0.2,14,3.6,334.2
20230629,4386.5,3834.8,551.7,14.39,394.279,289.359,0,0,0,0,94.4,93.8,75.2,75.2,75.8,51.3,51.7,51.1,50.9,52.4,52.1,52.9,53,0,49.5,48.1,47.5,51.4,51.9,75.5,75.9,58.3,61,57.1,57,57.2,161.4,374.7,310.5,199.8,89.2,51.7,89,45.2,44.1,44.4,45.8,111,90.6,82.1,0,12,0,1.1,1.5,1.7,0.8,0.2,2.4,0.6,5,26.9,1,1.4,1.1,1,0.2,12.4,6.2,470.2
20230630,4382.6,3769,613.6,16.28,388.791,285.332,0,0,0,0,94.3,93.8,75.5,75.7,75.1,51.2,51.6,51,51.2,52.2,50.8,52.8,53,0,49.9,47.6,47.5,51.7,52,75.6,76,58.2,57.1,57.2,57.1,57.2,161.8,377.3,302.4,193,92.3,41,89.1,44.5,44.1,10.6,49.2,71,81.3,79.7,0,11.7,3.1,1.8,0.9,1.6,0.7,0.3,1.1,0.2,13.1,8.1,2.9,1.4,0.2,3.2,0.4,18.4,63.5,465.1
20230701,4197.6,3289,908.6,27.63,354.238,289.472,0,0,0,0,94.2,93.6,75.1,75.5,75.5,41.5,46.9,47.7,47.2,48.1,47.9,48.4,48.1,0,44,47.5,43.8,51.5,52.1,75.7,76,57.7,61.1,57.2,52.3,52.6,69.6,367.9,299.4,194.7,83.5,22.1,41.6,43.9,44.3,0,0,68.6,46,27.4,0,11.5,0,0.8,1.5,1.7,0.9,0.2,3.1,0.9,6.6,0,0.5,1.6,0.1,1.7,0.3,19.1,78.1,370.3
20230702,3653.9,3192.6,461.3,14.45,341.753,279.27,0,0,0,0,94.5,93.9,75.4,75.8,76.1,51,51.1,47.9,46.5,52.8,52.8,53.1,53,0,49.2,47.8,47.4,47.2,47.3,75.8,76,56.4,56.2,57.3,50.8,42.7,69.4,387.6,348.6,213.8,98.6,22.1,42,46.7,0,48.9,50.6,50.2,48.6,27.9,0,13.1,3.1,5.5,3.6,4,2.8,4.2,1.1,0.3,30.4,64.2,4.9,1.6,1.2,4,0.3,27.6,52.3,0
20230703,4507.2,3810,697.2,18.3,382.337,312.434,0,0,0,0,94.6,93.9,75.2,75.6,75.4,51,51,48.6,50.8,52.1,52.3,53.2,53,0,50,47.9,47.6,51.5,52,75.8,76,58.1,60.9,57.2,52.1,52.5,162.9,393.8,352.7,196.7,84.7,22.1,89.3,44.8,44.1,21.9,45.2,69.2,92.6,50.2,0,11.3,3,1.1,1.3,1.7,0.7,0.3,1,0.1,0,0,1,1.5,1.1,0,0.2,12.7,73.9,548.7
20230704,4590.8,3864.2,726.6,18.8,392.257,320.54,0,0,0,0,94.3,93.7,75.5,75.7,75.8,40.7,41.3,43.4,50.8,43.3,43.1,43.1,43.1,0,40.5,47.4,47.4,47.2,47.2,75.8,76,58.2,61,57.3,49.6,50,158.1,395.3,338.7,173.5,79.2,22.1,89.2,44.7,44,46.9,45.3,69.7,90.4,75.1,0,10.8,2.4,1.1,1.4,1.7,1,0.2,0.9,0.3,15.3,4,3.2,1.6,1.4,0,0.3,13.6,96.9,591.1
20230705,4600.9,3930.3,670.6,17.06,398.762,325.856,0,0,0,0,94.5,93.7,74.9,75.2,75.4,41.6,43,46.4,45.6,52.2,52,52.2,52.1,0,49.7,47.1,47.5,51.6,52,75.8,76,58.2,60.6,57.1,56.7,57.2,152,390.1,341.9,183,81.8,22,88.8,39.3,43.6,46.1,45.7,97.6,49.5,83.5,0,11.3,2,1.7,1.4,1.7,0.8,0.4,0.6,0.1,23.4,0,2.5,1.5,0.6,0,0.1,12,96.9,578.6
20230706,4579.5,3933.5,646,16.43,402.44,328.861,0,0,0,0,94.5,93.8,75.3,75.7,75.7,49,49.9,49.7,48.9,52.5,52.9,53.3,53.1,0,50.4,45.1,45.1,49.7,49.6,75.8,76,57.9,60.5,57.2,57.1,57.3,153.2,395.3,354.6,190.2,91.1,22.2,66,42.8,43.6,48,46.1,117.9,93.6,83.4,4.3,11.1,0,1.5,1.5,1.7,0.8,0.3,1,0.3,0,0,5.8,1.5,0,0,0.2,12.2,90.8,574.7
20230707,4623.1,3924.9,698.2,17.79,400.406,327.198,0,0,0,0,94.9,94.1,75.4,75.7,75.8,39.5,40.1,39.8,40,39.9,52.6,40.7,40.7,0,39.4,37.9,37.7,42.5,42.3,75.6,75.8,57.8,60.1,57.2,47.6,47.7,152.8,394.8,348.4,198.8,79.7,22.1,66.1,41.4,43.4,47.8,47.1,116.7,92.8,83.1,0,11.1,0,1.6,1.5,1.7,0.6,0.3,2.4,0.5,15.1,15.1,5.4,1.4,0,0,0.4,11.9,101.3,616.9
20230708,4360.4,3481.9,878.5,25.23,374.598,306.109,0,0,0,0,95,94.4,75.5,75.4,75.9,46.3,46.8,47.2,46.5,48.5,47.8,48.2,48.1,0,48.4,47.6,47.3,51.4,52,75.6,75.8,57.6,60.5,57.2,57,57.1,59.8,397,312.3,203.2,89.5,22.3,44.4,0,43.4,0,0,63.7,46.2,27,0,9.4,3.1,1.9,1.5,1.7,1,0.3,2.2,1.1,0,0,5.5,1.4,0.3,0,0.4,10.5,81.8,602.9
