日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20230829,4497.1,3921.5,575.6,14.68,401.501,349.782,0,0,0,0,93.8,93.3,76,75.9,75.8,45.8,51.6,50.1,50.5,0,52.8,54.2,53,46.9,48.1,46.8,47.6,51.5,51.6,75.8,75.9,58.2,60.4,57.1,57,57.3,155.6,389.1,331,192.6,92.6,29.4,87.7,41.4,43.6,0,47.1,117,90.7,83.8,0,11.1,3,2,3.6,3.2,3.5,3.9,9.1,4.1,16,20.8,1,2.3,0,4,0.6,14.9,43.1,520.7
20230830,4365.9,3881.6,484.3,12.48,402.47,350.626,0,0,0,0,94.2,93.8,76,76,75.9,50.5,51,50.9,50.7,0,52,54.5,53,47.8,49.2,47.6,47.1,51.4,52,75.7,76,58.2,60.9,57.3,57.1,57.3,140.6,418.5,328.3,205,100.2,38.7,88.2,42.9,42.7,0,49.3,117.6,91.7,38.2,0,11.7,3.3,2.5,4.4,4,4,1,5.4,2.8,15.3,30.8,1.9,2.4,1.7,4.1,0.6,13,73.7,439.4
20230831,4298.7,3782.8,515.9,13.64,395.352,344.426,0,0,0,0,94.2,93.8,75.8,75.9,75.9,41.4,51.6,51,50.2,0,52.2,54.7,53,47.8,48.8,48.1,47.5,51.4,51.9,75.8,76,57.7,60.2,57.1,57.1,57.2,151.1,406.1,310.8,198.4,93.3,53.8,89.2,44.8,43.8,0,49.4,118.6,96.2,37.7,0,12.2,3.1,2.4,1.6,2.2,2.1,1,5.9,2.2,15.1,14.5,1.9,2.7,1.5,3.6,0.6,22.4,122.1,342.4
20240901,3869.1,3391,478.1,14.1,364.078,357.818,0,0,0,0,0,93.4,75.1,76.3,75.8,46.4,46.7,48,46.3,47.7,53.3,48,48.7,0,44.8,0,0,42.9,41.9,75.6,75.7,55.4,46.9,28.1,52.5,57.3,71,548.4,356.6,209,112.6,22.5,44.5,44.7,41.9,47.8,49.3,119.2,177,27.9,0,13.6,6.1,9.6,7.5,7.7,6.3,3.9,2.6,1.4,35.7,87,5.9,0,6,8,0.5,28.8,0.6,0
20240902,4799.7,4019.6,780.1,19.41,402.944,396.017,0,0,0,0,0,93.3,74.9,76,75.7,47.1,47.2,48,46.7,43.4,53.3,48.1,48.4,0,44.2,0,0,47,48.3,75.8,75.8,60,60.6,32.9,55.9,57.2,166.9,516.5,351.3,192.2,97,29.4,84.8,43.4,43.5,44.6,45.3,115.6,184.4,52.5,0,11.1,3.2,2,4.2,2.7,2.8,3.9,2.1,1,15.3,15.4,2.6,0,0,3.5,0.4,13,29.9,643
20240903,4712.9,3993.6,719.3,18.01,409.411,402.372,0,0,0,0,0,93.4,75.3,76,75.6,47.2,47.4,47.6,47.2,48.7,53.3,49.1,49.1,0,43.5,0,0,50.8,48.6,76,75.7,57.7,60.6,33.2,56,57.3,163.5,434.5,328,199,86.9,23.1,86.9,42.2,43.4,41.9,42.3,98.3,86.9,28.4,0,11.2,0,1.6,2.4,2.9,3.2,3.4,2.2,1.1,13.4,9.5,5.9,0,0,1.8,0.3,9.3,208.6,703.9
20240904,4425.6,4047.4,378.2,9.34,414.451,407.326,0,0,0,0,0,93.5,75.2,76.3,75.8,51,50.8,51.1,50.9,52.6,53.4,52.9,53.2,0,43.9,20.4,0,51.3,0,76,76,60,60.6,52.1,55.9,57.3,158.4,443.8,367.2,214.9,111.9,54.7,87.2,39.8,0,47.9,49.4,118.1,93.5,81.2,0,17.7,11.7,23.7,16.5,16.2,11.6,3.9,2,0.6,21.1,72.1,3.2,0,0,2.5,0.7,13.6,38.2,599.6
20240905,4355.6,4023.7,331.9,8.25,412.043,404.96,0,0,0,0,0,93.5,75.5,76.3,75.4,51.5,51,51.1,50.8,52.5,53.3,53.1,53,0,45.1,0,0,50.9,0,76,76,60.1,60.5,48.1,56,57.3,157.8,471.5,368.4,220.4,112.4,62.6,87.4,39.8,43.6,48.4,49.8,118.1,125.7,81.8,0,17.5,14.2,24,16.7,16.8,12,3.9,9.1,3.2,22.9,56.2,2.4,0,0,3.4,0.4,9.9,14.4,509
20240906,4515.4,4099.5,415.9,10.15,407.999,400.985,0,0,0,0,0,93.4,75,76.3,75.6,51.2,51.2,52,51.1,52,53.3,52.5,52.5,0,46.4,0,0,50.9,0,76,76,59.9,60.6,31.7,56.3,57.3,148.5,437.8,363.4,218.1,111.8,58.9,87.8,40.8,43.7,48.1,49.9,117.5,121.2,78.8,0,13.1,4.2,11.9,6.9,5.9,5,2,4.7,1.4,23.6,18.2,3.8,0,3,3.1,0.2,10.4,8.7,728.9
20240907,4245.1,3379.3,865.8,25.62,370.106,363.743,0,0,0,0,0,93.4,74.9,76,75.5,38.8,39,39.4,40.2,42.7,53.3,43.1,43.3,0,44.8,0,0,46.9,51.2,76,76,60.1,60.5,28.2,55.9,57.4,58.9,382.5,343.8,191.4,82.3,22.5,80.1,42.8,45.5,44.3,45.9,37.6,129.7,27.8,0,11.5,1.6,1,1.8,2.2,2.4,0,1.4,0.3,4.7,0,0.5,0,0,3.1,0,9,27.9,531
20240908,4243.9,3180.2,1063.7,33.44,348.408,342.419,0,0,0,0,0,93.5,75.2,76,75.7,51.3,51.5,51.7,50.7,52.5,52.3,53.1,53,0,47.2,0,0,51.2,50.4,75.7,75.6,55.4,55.4,42,16,57,61.6,438.9,373.9,220.6,112.5,54.2,88.3,45.5,0,44.8,45.5,49.1,121,27.8,0,12.6,0,0,1.7,2.4,2.4,0,1.6,0.4,29.9,63,5.9,0,3,8,0,27.4,9.7,0
20240909,4476.6,3850.1,626.5,16.27,384.091,377.487,0,0,0,0,0,93.3,75.2,75.9,75.5,50.4,51.2,49.4,50.7,52.5,53.4,52.8,50.3,0,46.3,0,0,51.2,51.3,76,75.8,59.2,60.6,35,0,57.3,152,414.2,355.1,206.9,102,22.4,89.1,43.5,43.5,45.7,45.8,105.7,109.3,28.2,0,11.1,0.3,1.5,1.8,2.4,2.5,0,1.5,0.3,16.2,6.8,0.5,0,0.7,1.8,0.5,19.8,98.3,631.1
20240910,4528.7,3900.5,628.2,16.11,394.503,387.721,0,0,0,0,0,93.3,74.7,76.1,75.7,50.2,51.4,50,50.8,52.5,53.3,53.1,53.2,0,45.3,0,0,51.2,51.4,76,76,59.9,60.6,39.4,0,57.3,149.8,439.1,356.3,218.1,100.1,34.6,88.2,45.2,44.3,46,47.7,115.5,92.1,28.7,0,11.2,0.4,2.3,1.5,2.1,2,0,1.3,0.3,16.4,15.7,0.5,0,0,2.6,0.5,9.6,71.3,674.3
20240911,4520.3,3983.9,536.4,13.46,399.248,392.385,0,0,0,0,0,93.5,75,75.9,75.6,51.2,51.3,50.1,51.2,52.5,53.3,53,53,0,45.4,0,26.1,51,52.1,76,76,59.9,60.1,34.7,0,57.3,146.5,438.9,358,211.2,110.7,72.4,88.7,44.5,43.6,47.9,50.4,118.2,92.9,31.6,0,11.1,2.8,1.9,1.6,2.1,2.1,0,1.4,0.3,16.8,13.9,0.5,0,1,1.8,0.2,8.7,9.3,732.6
20240912,4341.3,3931.1,410.2,10.43,402.277,395.36,0,0,0,0,0,93.5,75.2,76.2,75.5,51.4,51.2,49.9,50.9,52.6,53.3,53.1,53.3,0,45.2,0,37.6,51.4,51.6,76,75.7,60.1,60.6,52.3,0,57.3,145.9,437.6,371.4,218,112.1,84.8,88.9,43.6,43.6,48.6,49.6,119,94.7,82,0,17.6,5.2,7.3,15,11.8,8.4,3.9,1.4,0.4,11,42.3,2.5,0,0.9,2.2,0.2,13.8,71.5,408.3
20240913,4546.1,3924.7,621.4,15.83,398.176,391.331,0,0,0,0,0,93.3,75.1,76.2,75.4,50.8,51.1,49.2,51.4,52.6,53.4,53.2,53.4,0,46.7,0,0,51.5,51.4,76,75.9,60,60.6,51.2,0,57.2,148.2,437.7,340.7,196.3,94.2,53.4,82.1,39.9,43.2,44,45.4,116.7,88.6,58.9,0,10.9,2.9,2,1.5,1.8,1.8,3.9,1.9,0.6,14.9,1.2,0.5,0,0,1.8,0.2,10.3,140.7,636.8
20240914,4201,3220.8,980.2,30.43,352.849,346.782,0,0,0,0,0,93.3,75.2,76.1,75.5,48.4,48.6,48.5,47.6,48.8,53.3,48,48.5,0,46.8,0,0,50.8,51.2,72.1,76,59.4,60.6,28,0,57,62.1,392.9,343.8,200.6,96.3,22.5,42,0,33.4,0,41.2,111.5,43.1,27.8,0,11.4,0,0,1,1.7,1.4,0,1.2,0.3,0,0,0.5,0,0,1.8,0,9.5,173.9,463.3
20240915,3451.5,3190.2,261.3,8.19,341.158,335.292,0,0,0,0,0,93.5,75.4,76.2,75.7,51.3,51.6,51.7,51.4,52.1,53.4,52.9,53.4,0,46.6,0,0,50.9,51.4,75.8,75.6,44.3,55.4,52.1,0,52.2,61.1,438.8,372,212.4,112.8,54.6,44.2,21.7,0,48.9,50.1,50.3,87.4,81.5,0,16.9,7.7,13.7,11.3,11.1,7.1,3.9,1.3,0.3,51.3,88.6,3.9,0,2.1,8,0.4,23.6,12.2,0
20240916,4392.5,3704.2,688.3,18.58,376.171,369.704,0,0,0,0,0,93.4,75.1,76.3,75.7,49.1,48.9,49.6,49.4,48,53.4,51.2,51.3,0,46.9,0,0,51.4,51.2,75.8,75.7,60,60.6,39.6,0,57,157.6,433.3,350.9,209.8,109.9,53.8,43.3,20.7,43.9,46,0,66.3,53.2,72.6,0,9.9,3.8,3.3,4.2,4,2.2,0,4.9,1.9,14.9,7.6,1.9,0,1,1.8,0.2,7.5,25.1,690.5
20240917,4330.2,3354.1,976.1,29.1,363.204,356.96,0,0,0,0,0,93.3,75.3,51.4,75.6,33.9,33.2,34.5,34.2,34.6,53.3,37.8,35,0,35.6,0,0,51.3,51.4,76,76,60.2,60,32,0,57.3,61.1,395.2,346.2,197.7,96.9,22.4,42.4,0,42.3,47.9,0,49.3,121.6,28,0,10,0,0,0,0.8,0.7,0,3,1.8,0,0,0.5,0,0,1.8,0.4,10.9,28.4,826
20240918,4601.6,3892.8,708.8,18.21,392.783,386.031,0,0,0,0,0,93.4,75.1,76,75.4,48.4,48.7,48.2,48.2,49.5,53.3,49.7,49.9,0,34.5,0,0,51.3,51.4,76,76,60,60.6,34.5,0,57,156.8,437.3,338.1,198.4,92.4,43.7,85.8,43.8,43.7,44.6,45.5,117.1,143.1,28.3,0,10,0,0.9,0,0.7,0.7,0,2,0.7,7.1,0,1.9,0,0,1.7,0.2,9.5,233.5,573.3
20240919,4379.2,3939.1,440.1,11.17,400.537,393.65,0,0,0,0,0,93.4,75,76.1,75.6,49.7,51.4,50.9,51.3,52.6,53.3,52.8,53.3,0,34.7,0,0,51.4,51.5,75.6,75.7,59.9,60.5,50.4,0,57.1,156.5,438.9,348.1,204,112.4,46.1,88.3,44.8,44.5,47.8,49.8,114.7,141.7,35.4,0,12.8,0,3.8,0.8,1.3,0.7,2.5,2.6,1.2,13.6,10.7,0.5,0,0,1.8,0.2,8.9,13.1,701.6
20240920,4344.2,3891.3,452.9,11.64,396.754,389.933,0,0,0,0,0,93.4,75.5,76.6,76,50.5,51.4,51.6,51.5,52.6,53.3,53.2,53.3,0,46.4,0,0,51.3,51.6,75.9,75.9,60,59.9,52.5,0,57.1,161.1,439.4,351.9,207,111.8,54.6,88.5,0,44.3,48.1,49.2,118.7,93.9,82.2,0,16.9,0.9,3.6,1.7,1.9,1.2,1.9,2.3,0.7,17.8,38,2.4,0,0,1.7,0.1,12.6,46.4,574.3
20240921,3788.1,3262.7,525.4,16.1,360.38,354.184,0,0,0,0,0,93.7,75.3,76.1,75.6,48.1,51.3,51,46.9,46.1,53.3,52.2,53.3,0,47.3,0,0,51.2,51.5,76,76,55.5,0,52,0,57.4,66,543.8,309.4,207.2,106.4,34.5,87.7,0,45.7,0,46.1,119.2,89.5,76.4,0,17.6,0,0,1.1,1.6,1.3,0,1.7,0.5,0,0,2.2,0,0,1,0.2,13.5,18,340.2
20240922,3721.7,3024.3,697.4,23.06,331.21,325.516,0,0,0,0,0,93.8,75.2,76.4,75.8,38.9,39.1,38.9,38.4,39.6,53.3,39.3,40.1,0,39.6,0,0,50.9,51,76,76,55.5,0,27.7,0,57.2,67.5,528.3,310.6,220.1,112,22.4,40.8,0,0,41.8,41.5,101.6,54.7,27.7,0,11.8,0,0,1,1.6,1.6,3.9,5.1,1.8,29.5,50.7,5.9,0,3,7.9,0.8,21.9,178.3,0
20240923,4498,3690.8,807.2,21.87,367.529,361.211,0,0,0,0,0,93.8,75.4,76.4,75.8,41,41.2,42.2,41.5,37.6,53.3,42.2,42,0,37.2,0,0,51.5,50,75.9,76,60.1,61.1,28.2,0,57.2,167.2,524.7,305.1,167.2,87.8,22.4,40.6,0,44.9,44.3,45.2,96.4,110.9,27.9,0,10.3,0.1,0.5,1.1,1.6,1.4,0,1.7,0.4,2.6,7,4.9,0,0,2.5,0.1,21.5,92.1,664.2
20240924,4441,3739.7,701.3,18.75,380.073,373.539,0,0,0,0,0,93.9,75.2,76.1,75.6,44.9,45.5,45.4,50.4,45.4,53.2,45.7,46.6,0,34.3,0,0,51.4,50.7,52.7,76,60.1,61.3,28.2,0,57.3,172.7,547.4,311.1,158.8,100,22.3,84.5,0,45.3,44.3,45.3,105.3,132.2,28,0,9.2,0.3,0.1,0.8,1.7,2.3,0,4.5,1.3,14.9,30.9,0.8,0,0,3.4,0.6,21.4,1.9,629.7
20240925,4371.6,3740.5,631.1,16.87,383.277,376.688,0,0,0,0,0,94.3,75.1,76.1,75.5,49.8,50,50.8,50,51.6,53.3,51.9,52.1,0,34,0,0,51.4,51.2,75.8,75.7,60.1,61.1,28.6,0,57.3,157.4,547.3,273.7,160.7,107.5,22.4,85.4,0,43.7,46.3,47.3,109.2,106.8,27.9,0,9.6,0,0,0.8,1.7,2.4,0,3.2,1.1,5.2,19.2,1,0,1,2.5,0.6,21.6,6.2,668.3
20240926,4523.2,3716.8,806.4,21.7,384.554,377.943,0,0,0,0,0,94,75.4,76.2,75.6,37.4,37.2,38.1,38.1,40.4,53.3,38.2,53.1,0,34.3,0,0,51.5,51.5,75.9,75.9,58.6,60.3,52,0,57.2,145.9,547.1,327.1,160.2,93.8,22.4,81.9,0,45.6,43,0,109.9,84.4,28,0,10.1,0,0,1.3,1.7,2.1,3.8,1.5,0.4,15.2,32.8,3.6,0,0,2.5,0.4,26.6,77.7,636.1
20240927,4339.3,3717.7,621.6,16.72,379.225,372.705,0,0,0,0,0,93.6,74.9,76.1,75.5,51.1,51.2,51,51,52.6,53.3,52.4,53.3,0,34.1,0,0,51.4,51.5,76,76,58.4,60.8,42.9,0,0,141.9,545.5,351.6,165.5,96.7,44.1,83.9,0,45.4,45.6,46.1,107.9,90.6,27.8,0,9.6,9.2,11.9,15.9,16.2,11.9,3.9,2.4,0.9,2.3,0,0.5,0,0,1.8,0.4,29.1,64.9,522
20240928,4387.1,3203.2,1183.9,36.96,348.218,342.231,0,0,0,0,0,93.5,75.3,76.2,75.6,27.8,27.3,26.6,28.3,27.9,43.4,35.9,36.8,0,35.5,0,0,50.9,51.8,76,75.7,36.6,36.8,28.1,0,0,61.2,469.1,342.7,160.1,64.7,22.3,39.5,0,0,0,0,66.9,79.1,27.6,0,9.7,4.2,6.2,6.4,6.4,4.9,0,1.2,0.5,0,0,2,0,0,3.2,0.2,29.7,286.3,577.3
20240929,3506.3,3136.7,369.6,11.78,336.9,331.107,0,0,0,0,0,93.8,75.3,76.1,75.5,51.4,51.3,51.3,51.1,52.6,53.2,53.1,53.3,0,46.4,0,0,51.4,50.9,75.8,76,36.6,36.8,41.9,0,0,60.2,547.2,366.9,172.2,111.6,54.5,0,22.3,0,48.4,0,49.9,147.2,47.9,0,15.7,3.2,2.4,1.6,2.5,3,3.9,5.1,1.9,33.5,58.6,5.9,0,3,5.7,0.9,26.4,127.7,0
20240930,4261.3,3643.5,617.8,16.96,370.363,363.996,0,0,0,0,0,93.8,75.4,76.3,75.7,41.7,42,38.3,37.6,38,53.3,38.3,38.7,0,34.4,0,0,51.4,51,75.8,75.8,59.3,60.1,42.2,0,26.8,148.2,531,347.2,183.4,111.9,22.4,86.8,43.9,44.1,45.1,24.1,114.3,140.6,27.8,0,9.7,0,1.4,1.2,1.7,1.9,0,2.5,0.3,12.7,10.5,0,0,5.2,1.7,0.2,23.3,160.6,391.5
20241001,4102.6,3500.8,601.8,17.19,386.352,337.595,0,0,0,0,0,93.7,75.3,76.2,75.7,52.3,0,51.9,50.8,52.5,53.2,0,53.2,0,46.7,0,0,0,0,76,76,59.3,60.3,31.3,0,57.2,161.4,489.2,348.6,215.8,112.7,30.9,87,43.2,43.6,46.7,49.6,117.3,144.5,28.2,0,10.7,10.1,24,13.8,13.9,10,3.9,5.6,2.9,13.5,10.9,0,0,9.7,1.8,0.6,27.1,20.3,326.5
20241002,3923,2797.1,1125.9,40.26,328.969,287.454,0,0,0,0,0,65.4,75.3,76.3,75.7,27.9,0,28.5,27.3,28,28.5,0,33.6,0,33.7,0,0,0,0,76,76,59.8,59.7,28.1,0,57.3,164.5,487.6,352,194,101.4,22.5,0,0,44.8,0,0,45.1,44.9,27.8,0,10,0,0,1.6,2,1.9,3.9,7.2,3.2,0,0,0,0,9.8,2.6,0.7,19.7,150.1,257.4
20241003,3555,2583.5,971.5,37.6,302.845,264.627,0,0,0,0,0,93.7,75.5,76.3,75.5,23.4,0,23.9,23.2,22.9,24.1,0,28.5,0,33.6,0,0,0,0,76,76.2,46.1,46.2,28.1,0,56.7,144.2,362.1,331.4,188.7,62,22.6,41.4,0,46.2,43.9,0,108.8,132.1,27.8,0,10.5,0,0,0.6,1.3,1.2,1.9,3.5,1.7,33.8,69.1,0,0,9.7,3.2,0.4,17.1,48.1,0.2
20241004,4222.8,3258.1,964.7,29.61,349.017,304.972,0,0,0,0,0,93.8,75.7,76.2,75.7,23.6,0,23.9,23.4,23,24.1,0,23.5,0,29.7,0,0,0,0,37.2,76,50.7,50.8,47.5,0,47.7,165.6,433.4,350,190,66.7,22.4,43.4,39.1,46.2,0,40.2,42.7,183.1,28.2,0,8.7,0,0,0.6,1.3,1.1,0,1,0.2,6.5,20.9,0,0,9.8,1.7,0,13.7,260.5,454.2
20241005,4013.2,3099.6,913.6,29.47,349.622,305.501,0,0,0,0,0,93.7,75.7,76.4,75.8,30.8,0,29.3,28.7,29.1,29.7,0,29.4,0,35.5,0,0,0,0,75.8,75.8,60,60.2,28.3,0,57.2,86.3,437.6,302.3,197.2,96.9,22.4,42.3,32.6,45.1,0,50.7,92.8,101.8,28,0,7.9,3,2,0.7,1.3,1.1,0,3.1,0.9,0,0,5.9,0,8.8,1.7,0.4,14.9,130.3,565.2
20241006,3361.5,3029.5,332,10.96,343.243,299.927,0,0,0,0,0,93.5,75.5,76.2,75.6,51.9,0,51.1,51,52.7,52.8,0,53.3,0,47.8,0,0,0,0,73.3,75.8,55.3,55.5,42.5,0,57.2,53.7,449.6,315.1,220.8,113,48.6,45.1,46,0,49.2,50.2,49.5,204.7,28,0,9.9,3.2,4.1,11.1,11.9,8.4,2.9,6.2,2.9,27.2,59.3,5.9,0,7,4.1,0.7,25.5,73.9,0
20241007,4316.9,3529.1,787.8,22.32,381.06,332.971,0,0,0,0,0,93.5,75.6,76.4,75.8,33.1,0,33.3,33.1,33.9,33.7,0,33.5,0,33.5,0,0,0,0,76,76,60.2,61.1,27.9,0,57.3,151.5,459.6,301.5,199,97.7,27.5,79.1,45.9,45.6,40.3,40.2,101,166,27.9,0,9.7,0,0,0.7,1.4,1,3.9,5,2,28.1,4.8,5.9,0,3,1.8,0.5,17,193.4,532.3
20241008,4371.5,3447.1,924.4,26.82,378.283,330.545,0,0,0,0,0,94,75.4,76.3,75.8,23.4,0,23.9,23.3,27.9,28.6,0,28.5,0,28.7,0,0,0,0,75.8,75.8,60.3,61.1,28.1,0,57.3,154.5,515,252,189.6,83.1,22.3,42.7,0,46.5,44.4,50.2,39.9,196.2,14,0,9.5,0,0,0.7,1.6,1.2,2,3.8,1.4,0.1,0,5.9,0,6,1.8,0.8,14.6,254.3,662.2
20241009,4318.5,3373.6,944.9,28.01,369.788,323.122,0,0,0,0,0,93.7,75.7,76.3,76,23.4,0,24,23.4,23.4,23.3,0,23.3,0,28.9,0,0,0,0,53.5,75.9,60.2,61.1,28.3,0,57.3,151.8,526.7,259.7,198.3,105.5,22.6,49.2,45.8,46.5,0,50.6,106.5,68,14.1,0,9.3,0,2.8,0.8,1.3,1.2,0,3.6,1.1,16,31.2,5.9,0,5.1,3.5,0.5,22.4,258.3,510.2
20241010,4134.7,2897.9,1236.8,42.68,338.526,295.805,0,0,0,0,0,93.8,75.7,76.3,76,23.3,0,24,23.3,23.4,23.5,0,23.8,0,28.9,0,0,0,0,76,76,46.1,46.2,28.1,0,42.6,55.5,538,253.6,170.7,86.7,22.6,0,0.9,0,0,0,8.7,50,14.2,0,8.5,3.2,3.3,4.8,3.9,3.3,0,2.4,0.7,0,2.2,5.9,0,3,2.1,0.2,28.4,267.8,537.6
20241011,4052.5,3155.5,897,28.43,347.493,303.64,0,0,0,0,0,93.8,75.4,76.5,76,23.2,0,23.9,23.5,23.4,23.6,0,23.8,0,29.1,0,0,0,0,0,76,51.3,51.3,28,0,49.7,152.7,488.5,259.9,202.6,107.3,22.5,44,0,0,49.9,0,67.3,94.4,14.3,0,8,4.4,9,5.6,4.9,4.3,2,2.5,0.8,10.1,0,5.9,0,2.2,1.7,0,22.6,265.4,550.5
20241012,4146.1,2955.3,1190.8,40.29,337.942,295.295,0,0,0,0,0,93.9,75.4,76.2,75.7,22.8,0,23.9,23.4,23.4,24.1,0,23.8,0,28.9,0,0,0,0,76.2,76,36.6,36.8,28.2,0,47.6,74.3,478.9,253.7,189.6,89.6,22.5,0,0,0,0,0,55.1,50.4,14.2,0,8.1,0,1,5,4.7,3.9,0,2.8,1.3,0,0,5.9,0,2,1.8,0,22.8,208.4,683.4
20241013,3355.8,2934.9,420.9,14.34,333.984,291.836,0,0,0,0,0,94,75.4,76.1,75.8,51.8,0,48.2,51.1,51.8,53.2,0,53,0,47.7,0,0,0,0,74.8,76,55.9,55.5,35,0,54.3,54,435.1,268,218.5,112.8,54.7,44.8,46.3,45.7,49.2,17.7,68.8,143.1,14.1,0,10.9,5.9,11.2,7.8,7.8,6.2,2,3.4,1.7,32.1,58.9,5.9,0,4.5,8,0,30.7,92.4,0
20241014,3779.3,3543.2,236.1,6.66,377.115,329.525,0,0,0,0,0,93.8,75.4,76.2,0,51.4,8.3,51.9,50.8,52.8,53.6,0,53.1,0,0,0,0,0,0,75,76,60,61.3,52.4,0,57.2,154.6,372.6,281.6,219.7,112.9,54.7,89.7,44.7,0,49.8,51.1,68.9,95.4,70,11.4,14.4,16.6,30.9,18.5,15,10.3,2,3.4,1.4,60.2,119.1,5.7,0,3.2,2.5,0.7,19.7,49.2,538.5
20241015,3961.5,3633.7,327.8,9.02,389.563,340.402,0,0,0,0,0,93.7,75.7,76.4,76,51.5,50.8,51.4,51.3,52.8,53.2,0,53,0,0,0,0,0,0,76,76,60,61,52.3,0,57.3,153.2,386.1,279.8,219.6,112.9,54.6,89.1,44.6,0,49.9,50.3,68.9,199.8,84.5,0.1,15.8,6.8,10.3,13.1,7.2,6.2,2,4.1,1.1,19.5,33.9,5.1,0,2.5,1.8,0.2,13.8,45.1,543.4
20241016,4213.9,3632.2,581.7,16.02,391.314,341.931,0,0,0,0,0,93.5,75.6,76.3,75.9,51,51,50.1,50.8,52.6,52.3,0,53,0,0,0,0,0,0,76,76,60.3,61.1,34.6,0,57.4,137,385.9,266.1,217.5,113,34.2,88.7,45.1,0,49.3,47.9,68.9,196.2,27.5,0,9.4,2.2,0.9,0.9,1.3,0.9,2,3.7,0.9,0.6,27.5,4.2,0,2.1,0,0,12.1,212.1,592.4
20241017,4100.3,3661.4,438.9,11.99,395.17,345.301,0,0,0,0,0,93.6,75.6,76.2,75.8,51.1,50.7,51.5,51.1,52.7,53.3,0,53,0,0,0,0,0,0,76,76,60.1,61,49.3,0,57.3,142.1,385.9,261.6,221.1,113,54.5,88.8,44.9,36.4,49.5,49.6,118.3,145.7,45.9,0,12.8,6,15.5,3.1,2.8,2.5,2,5.4,3,34.5,11.7,5.9,0,2.3,1.8,0.5,13.6,81.1,600.6
20241018,4151,3699.4,451.6,12.21,395.955,345.986,0,0,0,0,0,93.6,75.7,76.4,75.9,51.4,50.8,52,51.2,52.7,53.3,0,53,0,0,0,0,0,0,76,76,60.2,61.2,52.2,0,57.3,134.2,386.6,279.3,220.9,113,54.6,88.7,45.4,44.7,49.6,51.1,117.2,143.5,84.5,0,20.7,4.6,7.2,0.7,1.2,0.8,2,5.2,1.7,13.6,9.3,4.4,0,3.5,0,0.2,13.1,14.9,681.5
20241019,3887.5,3244.8,642.7,19.81,368.062,321.614,0,0,0,0,0,93.8,28.9,76.2,75.7,51.6,51.1,50.5,51.2,52.7,53.3,0,53,0,0,0,0,0,0,75.8,75.8,55.4,55.4,34.5,0,57.3,71,385.5,263.3,206.7,106.9,44.3,42.5,43.7,44.6,0,45.7,117.4,147.6,27.7,0,9.7,0,2,0.8,1.3,0.8,0,3.4,1.2,6.7,0,3.6,0,0,0,0,11.8,175.6,521
20241020,3460.4,2937.2,523.2,17.81,339.814,296.931,0,0,0,0,0,93.7,75.7,76.4,76,37.4,36.8,38,37.6,37.9,38.5,0,38.2,0,0,0,0,0,0,75.6,75.7,55.4,55.4,28,0,57.3,58.1,364.9,268.7,212.2,108.8,22.4,44.2,47.4,0,45.1,25.3,50.3,195.5,28,0,10.6,8.1,12.4,8,8.1,5.9,0,5.1,1.8,27.7,66.2,5.9,0,4,3.3,0,29.3,280.3,0
20241021,4330.8,3537.1,793.7,22.44,379.081,331.243,0,0,0,0,0,0,75.7,76.3,75.9,38.7,50.8,39,38.7,38.7,53.4,0,40,0,0,0,0,0,0,76,76,60,61,28.1,0,57.3,159.3,467,265.7,193.7,104.6,22.4,84.2,43.8,45.4,44.7,45.6,113.7,191.4,28,0,9.6,0,2,0.8,1.3,0.8,2,3.9,1.8,2.2,0,0.5,0,1.9,0,0,10.8,273.6,512.1
